"","id","name","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365"
"26783",21259803,"Nice apartment in Manhattan. 5",123320165,"Murah","Manhattan","East Harlem",40.7895,-73.9441,"Entire home/apt",120,5,20,"2019-06-23",1.04,1,341
"4359",2932263,"Cheery Brooklyn Heights Studio!!",9503874,"Gillian","Brooklyn","Brooklyn Heights",40.69683,-73.99206,"Entire home/apt",185,4,65,"2019-06-30",1.18,1,254
"10524",8069858,"Room avail in Bowery neighborhood",29896455,"Josh","Manhattan","Chinatown",40.71743,-73.99372,"Private room",59,6,72,"2019-06-16",1.57,2,200
"30120",23222091,"Lovely 1 bedroom in East Harlem",33438428,"Eni","Manhattan","East Harlem",40.80086,-73.93979,"Entire home/apt",80,5,15,"2018-10-21",0.93,1,46
"43873",33915843,"Beautiful duplex apartment by Times Square",253906467,"Erik","Manhattan","Hell's Kitchen",40.7665,-73.98943,"Shared room",85,1,9,"2019-07-04",3.25,9,365
"33448",26441935,"Conveniently located sunny room near Times Sq 63F4",190921808,"John","Manhattan","Hell's Kitchen",40.75386,-73.99562,"Private room",55,7,6,"2019-05-18",0.73,47,357
"22104",17778941,"L Bright & Cozy & Modern room 30 mins to Manhattan",43052484,"Olzhas","Brooklyn","Bedford-Stuyvesant",40.6921,-73.93502,"Private room",59,1,181,"2019-07-06",6.65,1,34
"3085",1821541,"Large 2BR apartment East Village",2208993,"Chris","Manhattan","East Village",40.7221,-73.98356,"Entire home/apt",420,1,53,"2019-04-28",1.04,3,250
"45992",35025881,"Luxury studio in Manhattan New York",17984804,"Randy & Judy","Manhattan","Hell's Kitchen",40.76089,-74.0003,"Entire home/apt",200,7,0,"",NA,1,308
"35625",28286101,"*** Hell's kitchen quiet private room ***",137191484,"Maria","Manhattan","Hell's Kitchen",40.76561,-73.98387,"Private room",99,1,62,"2019-06-30",6.55,5,351
"31325",24332080,"Huge Bright Bedroom in Brooklyn Townhouse",62803,"Eugenia","Brooklyn","Crown Heights",40.67004,-73.92207,"Private room",54,6,6,"2019-03-30",0.65,2,225
"7587",5695055,"Newly Renovated Near Central Park",13347167,"AFI Apartments","Manhattan","Upper East Side",40.7711,-73.95627,"Entire home/apt",118,30,4,"2018-07-28",0.08,29,283
"5514",3993392,"Stylish 2bdr harlem brownstone",11790239,"Mina","Manhattan","Harlem",40.81453,-73.94807,"Entire home/apt",226,3,8,"2015-10-19",0.14,3,303
"46311",35191797,"High End Upper East Stunner",61391963,"Corporate Housing","Manhattan","Upper East Side",40.77957,-73.95475,"Entire home/apt",142,30,0,"",NA,91,245
"38035",30046359,"The Ultimate Dumbo Pad - 1 Large Bedroom~Sleeps 4",26603179,"Gal","Brooklyn","DUMBO",40.7034,-73.98544,"Entire home/apt",219,3,16,"2019-06-26",2.5,1,332
"30941",23973305,"Private Sunny Apartment on the Upper East Side",88394152,"Jessica","Manhattan","Upper East Side",40.77574,-73.94638,"Entire home/apt",120,3,20,"2019-06-30",1.33,1,157
"39328",30688867,"Artistic, Cozy Space in Convenient Williamsburg",879277,"Marnie","Brooklyn","Williamsburg",40.70874,-73.95873,"Shared room",70,2,4,"2019-06-02",0.59,1,135
"18413",14473548,"Luxury 2BR/2BATH TownhousUpper East Side Manhattan",89196907,"Maud","Manhattan","Upper East Side",40.7613,-73.96414,"Entire home/apt",795,4,26,"2019-06-14",0.8,1,340
"11181",8662518,"Beautiful Brooklyn Basement Studio",24856634,"Luis","Brooklyn","Bay Ridge",40.63461,-74.03164,"Entire home/apt",89,2,101,"2019-06-24",2.26,1,291
"36053",28646412,"Astoria Queens. A Perfect Room to Stay in 3BR2BA",137358866,"Kazuya","Queens","Astoria",40.768,-73.92388,"Private room",45,30,0,"",NA,103,246
"319",75193,"BROOKLYN > Guest Room w/ King Bed in Williamsburg",308875,"Scott","Brooklyn","Williamsburg",40.71398,-73.95763,"Private room",69,2,220,"2019-06-22",2.17,2,8
"388",117425,"Conveniently Located, Sunny Brooklyn Heights!",593115,"LuLu","Brooklyn","Brooklyn Heights",40.69263,-73.99438,"Entire home/apt",150,30,95,"2018-05-26",0.96,1,281
"12210",9463039,"Wonderful 1-BR apt in Chelsea",5857948,"Dimitrios","Manhattan","Chelsea",40.74163,-74.00102,"Entire home/apt",182,20,6,"2019-05-05",0.17,1,32
"43519",33701016,"Bright modern loft in Crown Heights brownstone",9919024,"Francesco","Brooklyn","Crown Heights",40.67807,-73.95532,"Entire home/apt",130,4,7,"2019-06-20",2.5,1,28
"47338",35700408,"Cute and convenient near Central Park",67433858,"Peter","Manhattan","East Harlem",40.78991,-73.94816,"Entire home/apt",130,3,0,"",NA,1,38
"6891",4927853,"All-Inclusive Room, Super Cute Apt",331579,"Marlon","Brooklyn","Bedford-Stuyvesant",40.68939,-73.92331,"Private room",50,3,32,"2019-06-23",0.72,2,329
"24944",19984134,"Beautifully Decorated 1 Bedroom w/ Large Terrace",5962328,"Alan","Queens","Flushing",40.76112,-73.82327,"Entire home/apt",140,30,3,"2018-08-11",0.14,15,244
"23540",19055226,"Musician's Getaway + Full Analog Recording Studio",58225,"Joshua","Brooklyn","Bedford-Stuyvesant",40.69097,-73.94721,"Private room",101,2,9,"2019-05-13",0.36,1,364
"31747",24754245,"Private room with lots of surprise",38874050,"Howard","Queens","Ridgewood",40.70125,-73.91051,"Private room",42,2,39,"2019-06-23",2.71,3,141
"15945",12887457,"HUGE AMAZING STUDIO/ FEEL LIKE HOME",1475015,"Mike","Manhattan","Midtown",40.75754,-73.96943,"Entire home/apt",115,30,0,"",NA,52,343
"17439",13740704,"Cozy,budget friendly, cable inc, private entrance!",20583125,"Michel","Brooklyn","Flatlands",40.63222,-73.93398,"Private room",45,8,10,"2018-12-12",0.7,1,85
"30816",23858270,"Renovated Studio Apt! Walk to the Subway & Ferry!",18768995,"MJ & Al","Brooklyn","Bay Ridge",40.62989,-74.02345,"Private room",90,3,34,"2019-07-08",2.24,1,231
"42276",32814024,"7 train to visit New York City at your fingertips",246851284,"Jose","Queens","Flushing",40.75747,-73.80868,"Entire home/apt",450,4,0,"",NA,1,365
"44579",34309096,"BIG SPACIOUS 1 BED IN BROOKLYN HIGH CEILINGS",31367619,"Nneka","Brooklyn","Bedford-Stuyvesant",40.6921,-73.9391,"Private room",100,3,0,"",NA,1,89
"11387",8845951,"Cozy & Private Harlem Bedroom",4035773,"T.","Manhattan","Harlem",40.80769,-73.95497,"Private room",70,1,76,"2019-06-18",1.78,1,293
"47880",35967057,"Williamsburg loft less than one block from L",80901802,"Samuel","Brooklyn","Williamsburg",40.71335,-73.94453,"Private room",90,1,0,"",NA,1,179
"33195",26194771,"Spacious 3 bedroom Duplex with garden",2155917,"Stephanie","Brooklyn","Bedford-Stuyvesant",40.68716,-73.94601,"Entire home/apt",250,30,0,"",NA,3,196
"9413",7217351,"Red Hook Loading Dock Loft",10910216,"Kate","Brooklyn","Red Hook",40.67993,-74.00688,"Entire home/apt",450,1,5,"2019-04-20",0.1,1,207
"15097",12052143,"Stunning Central Park West Location",36306552,"Jarett","Manhattan","Upper West Side",40.77713,-73.97758,"Entire home/apt",325,1,43,"2019-06-21",1.12,1,223
"23625",19114014,"Large, Private Carriage House in West Village",683230,"Thomas","Manhattan","West Village",40.73444,-73.99967,"Private room",950,3,36,"2019-07-01",1.45,3,237
"32958",25997567,"Deluxe Loft Suite with Patio",57257950,"Franklin","Brooklyn","Greenpoint",40.7334,-73.95849,"Entire home/apt",399,1,0,"",NA,4,248
"33144",26149494,"10 minutes from JFK Airport Rockaway Beach Livin",196557649,"Erica","Queens","Bayswater",40.59762,-73.76719,"Entire home/apt",230,1,3,"2019-06-01",0.33,2,310
"10686",8213488,"Bed-Stuy Gem with Private Entrance",28025816,"Bridgett","Brooklyn","Bedford-Stuyvesant",40.68805,-73.95103,"Private room",70,2,255,"2019-06-27",5.46,1,11
"28360",22031711,"Large, beautiful fully furnished studio for sublet",42051399,"Ari","Manhattan","Harlem",40.82932,-73.94563,"Entire home/apt",128,30,0,"",NA,1,89
"29576",22703920,"Central  Brooklyn Beautiful Rooms
Room Florence
#1",167098774,"Keisha","Brooklyn","Canarsie",40.63905,-73.89243,"Private room",55,2,20,"2019-06-24",1.4,3,177
"41574",32313314,"Excellent apartment/ awesome location",33568073,"Jordan","Brooklyn","South Slope",40.66736,-73.98508,"Entire home/apt",150,5,0,"",NA,1,8
"44656",34338645,"MASSIVE zen garden Master BR in Chelsea",233270180,"Sam","Manhattan","Chelsea",40.74386,-73.99344,"Private room",85,30,1,"2019-05-07",0.48,1,69
"719",263232,"Cozy&Clean in a great neighborhood",1381171,"Nicole","Manhattan","Harlem",40.82151,-73.94516,"Entire home/apt",155,1,1,"2019-01-27",0.18,1,5
"44038",33999874,"BRIGHT ROOM CLOSE TO MIDTOWN MANHATTAN",32167398,"Meela","Queens","Long Island City",40.75894,-73.92864,"Private room",60,1,4,"2019-05-12",1.52,5,355
"24877",19948618,"Amazing studio step away from Time Square/54B",48146336,"Irina","Manhattan","Hell's Kitchen",40.76309,-73.99214,"Entire home/apt",130,30,7,"2019-06-29",0.34,20,311
"47507",35772228,"Medical Student Apartment D-Shared",146776990,"Rosemarie","Brooklyn","East Flatbush",40.65465,-73.93383,"Shared room",33,31,0,"",NA,4,41
"34975",27727321,"Simplicity",209332627,"Adriana","Manhattan","Washington Heights",40.85711,-73.93004,"Private room",75,2,4,"2019-06-15",1.67,2,58
"323",77936,"Hells Kitchen Garden of Eden",134355,"Moss Owen","Manhattan","Hell's Kitchen",40.76248,-73.9913,"Private room",150,3,36,"2019-06-14",0.36,1,49
"16157",13045196,"Private room & bathroom available",24165646,"Sacha","Brooklyn","Bushwick",40.68754,-73.91265,"Private room",65,3,33,"2018-09-30",0.86,1,189
"5570",4050765,"Harmony House 3 on Madison Street",21014758,"Garnet","Brooklyn","Bedford-Stuyvesant",40.68852,-73.92393,"Private room",38,2,50,"2019-06-25",1.35,3,126
"30554",23644523,"Private & Peacful | Entire Place | High-Line",11243113,"Terry","Manhattan","West Village",40.73976,-74.00953,"Entire home/apt",200,10,11,"2018-12-07",0.76,1,365
"26394",21015347,"Brooklyn 3Bed 1Bath 8minute Subway 30 to Manhattan",102618751,"Shawn","Brooklyn","East New York",40.65894,-73.8921,"Entire home/apt",300,2,24,"2019-06-23",3.29,1,294
"1593",723560,"Modern and Cozy Home - LES",3738130,"Andrea","Manhattan","Lower East Side",40.71625,-73.9843,"Entire home/apt",169,5,62,"2019-07-01",0.75,1,249
"17933",14043849,"Comfy private room in Williamsburg's top location!",48100358,"Ivan","Brooklyn","Williamsburg",40.70843,-73.9588,"Private room",54,1,148,"2019-06-22",4.11,3,19
"27406",21612477,"HOME SWEET HOME",157218948,"Patricia","Queens","Ozone Park",40.6776,-73.84717,"Private room",75,3,1,"2019-02-11",0.2,1,83
"11000",8499719,"Huge Room, Safe Neighborhood,Near Manhattan",3501090,"Sebastian & Andrea","Queens","Astoria",40.76404,-73.91174,"Private room",75,4,86,"2019-06-18",1.88,1,324
"33196",26196029,"PRIME Williamsburg Big Quiet room Private Balcony",2773082,"Freddie","Brooklyn","Williamsburg",40.71595,-73.96001,"Private room",95,3,7,"2019-06-30",1.11,1,6
"44198",34096839,"Near Hudson Yards & Times Square w/ breakfast",257005399,"Cassa Times Square Hotel","Manhattan","Hell's Kitchen",40.7572,-73.99482,"Private room",390,1,21,"2019-06-22",10.86,5,299
"10945",8442997,"1,000 Square Foot Apt - in MANHATTAN!",18418581,"Pooja","Manhattan","Washington Heights",40.85432,-73.93198,"Entire home/apt",235,1,28,"2019-03-10",0.64,3,364
"14556",11477869,"Lovely Home in Prime Brooklyn",60401178,"Dan","Brooklyn","Gowanus",40.67884,-73.99238,"Entire home/apt",619,5,9,"2019-04-21",0.23,1,54
"31652",24656728,"Private room 1 block from Times Square/City Center",31929860,"Bryan","Manhattan","Hell's Kitchen",40.75985,-73.99107,"Private room",120,1,18,"2019-06-07",1.27,4,249
"18193",14244430,"Amazing Duplex with Best Amenities in NYC",28514966,"Lan","Manhattan","Financial District",40.70615,-74.00914,"Entire home/apt",349,3,38,"2019-06-26",1.08,1,72
"22801",18460679,"Bright, modern room with a view of NYC skyline",14666091,"Joonas","Brooklyn","Bushwick",40.70028,-73.92439,"Private room",90,5,16,"2019-06-24",0.61,1,37
"39829",30955179,"Beautiful Family Apt close to Broadway Station N/W",231303544,"Erica","Queens","Astoria",40.76551,-73.92904,"Entire home/apt",200,2,23,"2019-06-30",3.5,1,265
"24336",19592223,"Studio  West Village - 30 Day Min - Unit 3",4422523,"Marie","Manhattan","West Village",40.73561,-74.0051,"Entire home/apt",120,30,5,"2019-06-01",0.34,6,66
"37127",29514964,"Beautiful Queen Bed Room - Entire Apt!",2670024,"Renata","Brooklyn","Sunset Park",40.66266,-73.99064,"Entire home/apt",120,7,1,"2019-01-02",0.16,1,128
"12381",9546994,"Spacious 1BR in UES townhouse",45595980,"Tny","Manhattan","Upper East Side",40.76866,-73.96562,"Entire home/apt",130,30,10,"2019-01-07",0.41,12,13
"42431",32929439,"1200 SQR FT stylish loft June-July 2019",16237721,"Marco","Bronx","Port Morris",40.80643,-73.92783,"Entire home/apt",110,14,0,"",NA,1,88
"6148",4498927,"Manhattan townhouse near subway",23334165,"Patricia","Manhattan","Harlem",40.82257,-73.94543,"Entire home/apt",300,5,91,"2019-06-21",1.65,3,288
"29273",22455153,"2 Bedroom - Midtown off 5th Ave",26490904,"Deo","Manhattan","Midtown",40.76151,-73.97635,"Entire home/apt",220,30,2,"2019-02-04",0.17,4,280
"13385",10039579,"Harlem Hearth - Loft Living on a Grand Scale",7727013,"Toby Steven","Manhattan","Harlem",40.81184,-73.94287,"Entire home/apt",226,3,61,"2019-06-22",2.57,2,276
"45052",34508183,"Quiet, Top Floor Apt in West Village Townhouse",214187963,"Amanda","Manhattan","West Village",40.73011,-74.00401,"Entire home/apt",285,30,1,"2019-06-30",1,2,179
"27336",21577526,"Beautiful and spacious room next to Subway station",84491220,"Maka","Brooklyn","Flatbush",40.65021,-73.96293,"Private room",65,2,13,"2019-04-29",0.66,1,310
"7850",6004200,"Cozy Harlem Experience",20109767,"Jennifer","Manhattan","Harlem",40.82846,-73.94492,"Private room",65,1,6,"2015-06-18",0.12,1,341
"10237",7839096,"prime midtown~charming Huge Loft~hi",2119276,"Host","Manhattan","Midtown",40.74926,-73.98201,"Entire home/apt",250,30,2,"2018-08-12",0.04,39,98
"26727",21230082,"ALL new modern apartment of 2 bedroom NYC style!❤️",153419495,"Dina","Manhattan","Upper East Side",40.76203,-73.96607,"Entire home/apt",378,1,72,"2019-07-06",3.65,1,52
"45129",34545971,"Lofty living in Greenpoint",20952448,"Myriah","Brooklyn","Greenpoint",40.73219,-73.95563,"Entire home/apt",275,2,4,"2019-06-30",2.67,1,27
"42090",32681565,"Artistic UWS Studio with Terrace Near Central Park",245314318,"Arthouse Hotel","Manhattan","Upper West Side",40.78128,-73.9796,"Private room",275,1,0,"",NA,10,281
"39184",30559819,"Urban Oasis II",2522815,"Tricia","Brooklyn","Sunset Park",40.66356,-73.99368,"Entire home/apt",150,2,0,"",NA,2,29
"39815",30950513,"5 Star Manhattan Luxury St. Regis Hotel King Suite",26556695,"Alyssa","Manhattan","Midtown",40.76042,-73.97504,"Entire home/apt",1075,1,4,"2019-02-18",0.61,6,365
"3410",2045727,"Cozy Room in Family Home..BKLYN!!!",320284,"Olabimpe","Brooklyn","Bedford-Stuyvesant",40.68671,-73.93346,"Private room",52,2,203,"2019-05-26",3.13,1,323
"3468",2078687,"Lower East Side Haven on Ludlow St",10621196,"Kate","Manhattan","Lower East Side",40.71715,-73.98936,"Entire home/apt",110,8,5,"2016-01-06",0.07,1,333
"31796",24805086,"Pleasant Place JFK Private Housings Complex",26602392,"Dean&Paula","Queens","Springfield Gardens",40.66204,-73.76597,"Private room",60,1,50,"2019-06-26",3.49,2,355
"38415",30244166,"Gorgeous Midtown East Apt. Open Concept 1 Bedroom",225429345,"Aldo","Manhattan","Midtown",40.75248,-73.97017,"Entire home/apt",200,4,8,"2019-05-25",1.1,1,363
"33181",26189111,"Clean, Comfortable & Cozy Brooklyn Apartment",145238884,"Petula","Brooklyn","Crown Heights",40.67387,-73.91306,"Entire home/apt",120,2,13,"2019-07-01",1.23,1,52
"13412",10055149,"Sunny & Quiet Studio w/ private patio - E Village!",18198859,"Angel","Manhattan","East Village",40.72655,-73.97826,"Entire home/apt",175,1,59,"2019-06-30",1.44,1,307
"4422",3010328,"1BR apartment in Brooklyn",15341073,"Camille","Brooklyn","Flatbush",40.64661,-73.95999,"Entire home/apt",100,6,2,"2018-07-01",0.11,1,202
"32385",25347359,"Royal suite",189792874,"Voxie","Brooklyn","Canarsie",40.63202,-73.90916,"Entire home/apt",135,2,16,"2019-06-30",1.21,1,358
"36655",29135488,"Cozy Room, 2 twin beds, NEAR TRAIN AND AIRPORTS",219099148,"Valeria","Queens","Ridgewood",40.70605,-73.90374,"Private room",50,1,14,"2018-12-28",1.7,1,272
"47864",35954804,"Luxury private bed and huge bath With amenities !",270456105,"Emily","Brooklyn","Williamsburg",40.71711,-73.94804,"Private room",80,3,0,"",NA,1,351
"48171",36114840,"Stunning Penthouse Over the High Line",3868762,"Fabio","Manhattan","Chelsea",40.75218,-74.00241,"Entire home/apt",550,4,0,"",NA,1,34
"18056",14139187,"Nice cheap place to stay in NYC",74707352,"Amadeus","Bronx","Longwood",40.82148,-73.89122,"Private room",60,1,8,"2016-12-29",0.22,1,364
"43012",33397908,"Sunny apartment on L train in Bushwick/Ridgewood",30751157,"Nick","Queens","Ridgewood",40.69945,-73.90771,"Private room",89,3,4,"2019-06-02",1.88,1,68
"4658",3265410,"Private Apartment 15 Minutes from the Big Apple",16514175,"Karen","Queens","Elmhurst",40.74644,-73.88656,"Private room",89,2,40,"2018-01-02",0.65,5,1
"3091",1827723,"2 bdr NYC duplex w balcony",9563216,"Aimee","Manhattan","Gramercy",40.73285,-73.98245,"Entire home/apt",400,2,40,"2019-05-28",0.63,1,190
"21867",17569280,"Sweet and Secluded Suite minutes from Manhattan",1420715,"Omar And Kareema","Brooklyn","Bushwick",40.6898,-73.91835,"Entire home/apt",149,3,70,"2019-06-16",2.51,3,170
"18697",14802377,"Beautiful Home Away From Home",11272233,"Kat","Brooklyn","Crown Heights",40.67532,-73.93986,"Private room",59,1,7,"2019-06-21",0.2,2,189
"45925",35002617,"Nature Sanctuary",15285681,"Alison","Brooklyn","Bedford-Stuyvesant",40.68971,-73.92836,"Private room",85,5,1,"2019-06-09",1,1,35
"44326",34176788,"A Little Sumptin' on Sumpter",258035043,"Sofia","Brooklyn","Bedford-Stuyvesant",40.67878,-73.9172,"Private room",48,1,22,"2019-07-07",9.85,2,236
"25144",20147628,"Beautiful modern apartment with private deck!",4391397,"Eva","Brooklyn","Windsor Terrace",40.65783,-73.98236,"Entire home/apt",150,2,4,"2019-04-28",0.34,2,4
"16300",13117480,"Cozy Park Slope Apt, Next to BBG",70674019,"Jack","Brooklyn","Prospect Heights",40.67329,-73.96291,"Entire home/apt",201,30,66,"2019-06-16",1.78,2,159
"27822",21812347,"Large 3BR/2BA Designers Apt in the Gallery Area",1155050,"Umar","Manhattan","Chinatown",40.71572,-73.99114,"Entire home/apt",299,2,80,"2019-07-06",4.01,1,199
"11577",9006920,"Chill place in Brooklyn / Flatbush",27974952,"Alex","Brooklyn","East Flatbush",40.64517,-73.94843,"Shared room",40,30,5,"2018-05-03",0.11,7,365
"33048",26063436,"Bk home away from home",193500709,"Levi","Brooklyn","Bedford-Stuyvesant",40.67736,-73.90995,"Private room",55,1,24,"2019-06-13",1.96,3,64
"35759",28369515,"Étage au sein d’un duplex à Brooklyn",2771943,"Sophie & Grégoire","Brooklyn","Clinton Hill",40.68227,-73.96486,"Private room",175,2,9,"2019-06-30",0.89,1,17
"2940",1700471,"CHARM Rm HAMILTON HEIGHTS Harlem",8289663,"Shane","Manhattan","Harlem",40.81976,-73.94029,"Private room",60,3,101,"2019-06-10",1.44,1,340
"48816",36446514,"Sunny, quiet, and cool bedroom in a two bedroom.",274025920,"Oliver","Brooklyn","Crown Heights",40.66921,-73.93521,"Private room",59,2,0,"",NA,1,16
"45244",34625721,"Beautiful Bright Room in Brooklyn",261226696,"Pelin","Brooklyn","Bedford-Stuyvesant",40.67939,-73.94187,"Private room",62,1,5,"2019-05-29",2.73,1,66
"29503",22649404,"@Ferry,2Bedroom/4bed.Private,Renovated/Stylish...",1715301,"Mark","Staten Island","Tompkinsville",40.63518,-74.07956,"Entire home/apt",65,4,63,"2019-06-27",3.63,3,191
"43209",33516105,"Bright and Spacious East Village Apartment",7130003,"Ranita","Manhattan","East Village",40.72344,-73.98479,"Entire home/apt",250,30,0,"",NA,2,221
"23133",18732648,"Large Private Bedroom in Cool Williamsburg Apt.",30487854,"Ben","Brooklyn","Williamsburg",40.71219,-73.96085,"Private room",50,5,16,"2019-06-22",0.62,2,10
"9985",7678743,"FISHGRALA - Bedroom & Private Bathroom + Backyard",1477833,"Blue & Elli","Brooklyn","Red Hook",40.67894,-74.0128,"Private room",64,1,128,"2019-06-19",2.71,1,76
"36176",28759034,"Large quiet private studio in East Harlem",196536266,"Saki","Manhattan","East Harlem",40.80141,-73.93814,"Entire home/apt",75,7,3,"2018-11-23",0.32,1,161
"10442",7997433,"30 Mins to Times Square -Javits Ctr! Awesome food!",42215969,"Isaac","Queens","Woodside",40.74583,-73.90059,"Entire home/apt",450,1,0,"",NA,1,341
"10329",7908355,"Loft Bedroom in Clinton Hill, Brooklyn",21657314,"Luke","Brooklyn","Clinton Hill",40.69143,-73.96079,"Private room",108,4,21,"2019-06-15",2.31,1,12
"18731",14827265,"private room in SOHO",9390190,"Amy","Manhattan","SoHo",40.72194,-73.9983,"Private room",120,1,25,"2019-07-01",0.75,4,89
"41152",32008547,"PRIVATE APARTMENT BUSINESS FRIENDLY",16782573,"Dorina","Queens","Middle Village",40.71515,-73.88392,"Entire home/apt",115,4,2,"2019-03-09",0.44,4,314
"47679",35866165,"A Place to stay in Brooklyn",269334919,"Mord","Brooklyn","Borough Park",40.63979,-73.98633,"Entire home/apt",150,1,2,"2019-07-01",2,1,44
"44298",34154797,"Private Room Near Staten Island Ferry",204823078,"Maria","Staten Island","South Beach",40.58802,-74.08855,"Private room",50,2,4,"2019-06-21",1.85,2,80
"37615",29829829,"Modern 1BR Apt in Heart of LES, near Subway!",218984753,"Emmanuel","Manhattan","Lower East Side",40.71918,-73.98525,"Entire home/apt",59,1,25,"2019-05-31",3.25,1,143
"4449",3041785,"Luxury Space  East Village 3 Bedrm sleeps 7",15430260,"Michelle","Manhattan","East Village",40.72889,-73.98853,"Entire home/apt",249,1,150,"2019-06-24",2.52,1,278
"37753",29907751,"Best Location Sun Filled West Village Townhome",72420514,"Cate","Manhattan","West Village",40.73646,-74.00761,"Entire home/apt",165,1,6,"2019-06-24",0.76,3,215
"30701",23754446,"1 bedroom apartment on West 34th street",76104209,"Rated","Manhattan","Midtown",40.75015,-73.98651,"Entire home/apt",200,30,0,"",NA,33,365
"21035",16673954,"Charming West Village Brownstone w/Private Terrace",10437339,"Ro","Manhattan","West Village",40.73898,-74.00415,"Entire home/apt",250,5,10,"2019-06-13",0.37,2,198
"8659",6654984,"Beautiful apartment in trendy Brooklyn",5417600,"Elvira","Brooklyn","Park Slope",40.67376,-73.98397,"Entire home/apt",200,365,4,"2018-06-16",0.14,1,173
"16160",13045531,"Super chic shared room for a guy near Central Park",5288991,"Tanya","Manhattan","Upper East Side",40.77903,-73.95238,"Shared room",45,30,22,"2018-07-01",0.58,6,294
"31448",24465831,"New Cozy Quite Studio with Huge Secluded Yard",81712936,"Allie","Manhattan","Upper East Side",40.78028,-73.94769,"Entire home/apt",150,3,26,"2019-05-24",1.91,2,340
"23395",18934728,"A Place of Comfort",131848646,"Modesta","Manhattan","Washington Heights",40.83827,-73.94393,"Private room",55,7,26,"2019-06-29",1.06,1,57
"14839",11753116,"Luxury Style Space: ideal for short or longterm!",50199714,"Dellasie","Brooklyn","Crown Heights",40.672,-73.94247,"Private room",49,1,86,"2019-06-10",2.16,1,4
"5112",3677769,"Beautiful Large Sunny Bedroom",18681479,"Pamela","Queens","Sunnyside",40.74189,-73.92375,"Private room",75,2,111,"2019-06-24",1.89,1,348
"32060",25032957,"Historic Brooklyn Heights Apt",1030249,"Garth","Brooklyn","Brooklyn Heights",40.69924,-73.99303,"Entire home/apt",185,7,10,"2019-07-04",0.87,1,125
"4157",2687083,"Cozy 1Bdr in Bed Stuy/Clinton Hill",5283121,"Sarah","Brooklyn","Bedford-Stuyvesant",40.68571,-73.95033,"Entire home/apt",65,1,1,"2018-08-14",0.09,1,98
"30144",23252265,"Lovely West Village 1 BR - Quiet and Comfortable",4220920,"Laura","Manhattan","West Village",40.739,-74.00115,"Entire home/apt",123,2,6,"2019-05-12",0.38,1,34
"16060",12983699,"East 82nd Street, Upper East Side/Yorkville 1bd",22541573,"Ken","Manhattan","Upper East Side",40.77301,-73.95045,"Entire home/apt",169,30,1,"2018-11-11",0.13,87,347
"40583",31466893,"Corner 1br w/ Private Balcony w/ Central Park View",13773574,"Cecile","Manhattan","Midtown",40.76473,-73.98131,"Entire home/apt",225,30,0,"",NA,12,343
"24842",19924521,"Artist Loft in Prime trendy East Williamsburg!",53710434,"Luisa","Brooklyn","Bushwick",40.70208,-73.93258,"Entire home/apt",85,5,2,"2019-05-21",0.32,1,49
"26835",21288588,"Spacious Brownstone Apt with Private Backyard",8345378,"Kenzi","Brooklyn","Bedford-Stuyvesant",40.68294,-73.93742,"Private room",130,2,20,"2019-01-04",1.08,1,64
"15018",11970867,"Modern Clean Studio 2 blocks from Central Park",1410306,"Eugene","Manhattan","Upper West Side",40.78592,-73.97447,"Entire home/apt",105,1,181,"2019-07-06",4.61,1,175
"46445",35256322,"Basic Brooklyn 
Safe/Clean/Easy
Accomadations",3199313,"A Tree Grows In Brooklyn","Brooklyn","Prospect-Lefferts Gardens",40.66459,-73.96629,"Private room",86,2,0,"",NA,1,179
"37526",29777340,"East Village Luxury Retreat",3783926,"Vivek","Manhattan","East Village",40.7281,-73.98293,"Private room",250,1,2,"2018-11-30",0.24,1,180
"38465",30270320,"Musician/nerdy paradise!",227344500,"Mandy & Jerry","Brooklyn","Bushwick",40.70268,-73.93185,"Private room",40,1,24,"2019-06-21",3.46,1,20
"24696",19837851,"Bright 3-bedroom apartment in beautiful Brooklyn",140220933,"Yolanda","Brooklyn","East Flatbush",40.65614,-73.91754,"Entire home/apt",103,3,35,"2019-04-21",1.52,1,291
"31222",24246704,"NEAR COLUMBIA PRESBYTERIAN HOSP. Student&Visitor",25237492,"Juliana","Manhattan","Washington Heights",40.84103,-73.94063,"Private room",65,30,3,"2018-12-07",0.26,34,311
"25113",20121308,"Spacious room w/Private Roof Deck in Shared Apt",118883025,"Apeksha","Manhattan","Upper West Side",40.78182,-73.97915,"Private room",120,1,141,"2019-06-30",5.94,1,231
"2126",975990,"Brooklyn Heights Brownstone - Private Bdrm Avail.",5339881,"Gerard","Brooklyn","Brooklyn Heights",40.69293,-73.99679,"Entire home/apt",325,1,11,"2018-12-09",0.19,1,363
"22665",18342361,"Romantic Artist's Townhouse, 1 suite: 2 Bd, 1 Bath",126922318,"Emily","Manhattan","Upper West Side",40.78975,-73.97154,"Private room",250,3,78,"2019-06-27",2.93,1,246
"47320",35684596,"Homey & Cozy room in queens!",83132880,"Alyandry","Queens","Maspeth",40.73888,-73.89486,"Private room",49,1,0,"",NA,4,321
